location,gender,category,target,time,day,date,year_month,like,after,comment_text
Hunan,male,MA,I,17,Thursday,2017/9/7,2017/09,0,emmmmmmmm 直男癌 门槛 ， 直男癌 会员 ？ ？ ？ ,emmmmmmmm直男癌没有门槛吗，直男癌会员是那么好拿的吗？？？
Beijing,female,MA,I,18,Thursday,2017/9/7,2017/09,0,感觉 女权 心底 期待 小团体 屌 癌 ， 没法 ,我感觉极端女权的话心底更期待除了她们小团体其他都是屌癌，不然没法战斗
Hubei,male,MA,I,18,Thursday,2017/9/7,2017/09,0,中国 女权 婊 “ 基佬 ” 骂人 ， lgbt 吊起来 。 ,中国女权婊还拿“基佬”当骂人的话呢，怕是要被lgbt吊起来打。
Others,female,MA,I,19,Thursday,2017/9/7,2017/09,2,  一口 女权 婊 一口 直男癌   向来 俩 类人 消消 乐   祸害 正常人 ,喏 看看一口一个女权婊的人都是些什么人你就明白一口一个直男癌的人是什么人了 我向来主张这俩类人消消乐了 不要出来祸害正常人
Heilongjiang,female,MA,I,19,Thursday,2017/9/7,2017/09,0,婊来 形容 女人 本来 尊重 ， 。 ,用婊来形容女人本来就是不尊重，除非她真的是。
Guangdong,male,MA,I,20,Thursday,2017/9/7,2017/09,3,“ 国外 ” 美好 ， 欧美 女权 组织 跪 舔 伊斯兰 … … ,“国外”也不是那么美好吧，你看欧美的女权组织多少在跪舔伊斯兰……
Beijing,male,SCB,I,10,Friday,2017/9/8,2017/09,1,女权 追求 平等 ， 性别 淡化 ， 社会分工 能力 性别 ， ps 轻抚 女权 婊 狗头 ,女权是追求平等，性别淡化，社会分工靠能力而不是性别，ps轻抚女权婊狗头
Sichuan,female,MA,G,2,Saturday,2017/9/9,2017/09,1,几天 新闻 女权 表们 集体 高潮 ！ 嘴巴 特脏 。 眼里 买 听 有钱 跪 舔 渣 男 ， 全是 ， 孝顺父母 妈宝 男 … 女人 自杀 背后 有个 渣 男 ， 男人 自杀 ， 字 ： ,这几天新闻女权表们已经集体高潮了！而且嘴巴特脏。在她们眼里只有要啥买啥说啥听啥有钱跪舔她们的才不是渣男，其余全是，孝顺父母即是妈宝男…女人要是自杀了一定是背后有个渣男，男人自杀了，一个字：该
Shanghai,male,MA,I,21,Saturday,2017/9/9,2017/09,1,女权 婊是 超市 基佬 ， 莫名 ,女权婊是非常超市基佬的，真的是莫名
Shandong,male,MA,I,18,Tuesday,2017/9/12,2017/09,0,港真 ， 骗婚 女 ， 男 骗婚 骗 肚子 大有人在 ,港真，骗婚的又不止女的，男的骗婚骗肚子的也大有人在
Guangdong,male,MA,I,10,Wednesday,2017/9/13,2017/09,0,女 家暴 致死 ， 男 判 六年 男性 发声 ， … … 节奏 批判 女权 ,女的被家暴致死，然后男的才判六年的时候有多少个男性发声呢，真是……总是带节奏批判女权
Hong Kong,female,MA,G,23,Wednesday,2017/9/13,2017/09,0,看过 女生 【 性 】 避而不谈 或者说 羞于 提起 ， 无知 🙃 ,看过很多女生对【性】避而不谈或者说羞于提起，把无知当单纯🙃
Beijing,female,MA,I,9,Friday,2017/9/15,2017/09,0,女性 男性 谈 房子 谈 车子 谈 彩礼 ， 孩子 婚前 讲清楚 ， 耽误 ？ 想要 孩子 ， 想着 结婚 ， 支持 男方 提出 离婚 ， 分歧 ， ？ ,女性可以跟男性谈房子谈车子谈彩礼，那我觉得要不要孩子也应该婚前讲清楚，否则何必两个人互相耽误？如果本身就不想要孩子，还想着结婚了再说，那我强烈支持男方提出离婚，这么重大的分歧，为什么不离？
Hubei,male,SO,I,17,Friday,2017/9/15,2017/09,2,女权 婊有 本事 用大号 ， 妈 地上 摩擦 / / ,女权婊有本事用大号，不然把你妈按在地上摩擦//
Liaoning,female,SCB,G,22,Monday,2017/9/18,2017/09,0,田园 女权 表 ， 女 尊癌 。 懂 女权 含义 ， 分裂 世界 灭光 男人 ,那是田园女权表，或者叫女尊癌。完全不懂女权含义，简直要分裂世界灭光男人一样
Shandong,female,MA,G,1,Wednesday,2017/9/20,2017/09,5,老爸 操 屁眼 男友 操 妈 仇 男 ,你老爸操了你屁眼你男友操了你妈你才这么仇男吧
Others,female,MA,G,10,Saturday,2017/9/23,2017/09,0,懒得 傻 屌 女奴 争论 ， 活在 世界 ， 来乱 吠 马上拉 黑 ,我现在是懒得和傻屌女奴争论了，让他们活在自己的世界就好了，来乱吠的就马上拉黑
Others,female,SCB,I,2,Tuesday,2017/9/26,2017/09,0,""" 女性 格局 太小 ， 局限性 很大 ， 女人 无聊 ， 讨厌 女性 角色 ， 不想 当人 ， 反 人类 ","女性格局太小，自身的局限性很大，大多数女人很无聊的，我讨厌自己的女性角色，但其实我连人都不想当人，反人类了,其实算是一种男性崇拜吧…但是是基于头脑逻辑智慧思想上的,对呀，我小时候不知道这个词，很小很小的时候，就是现在长大了用个词总结一下也不知道用什么词了，小时候特别讨厌男人，但是想成为男人…哎"
Others,female,SO,G,23,Wednesday,2017/9/27,2017/09,8,婊子 粉   。 日 妈   估计 婊子 货色 ,婊子还有粉 。日你妈 估计跟那婊子一样的货色
Beijing,male,MA,I,23,Wednesday,2017/9/27,2017/09,133,""" 韩 某人 粉丝 ， 一群 伪 女权 支持者 ， 提及 女权 网站 名声 不好 ， 网站 讨论 支持 强奸 伤害 男童 ， 歧视 男性 ","关于为什么韩某人会有粉丝，那些是一群伪女权支持者，她所提及的女权网站名声并不好，而且那网站讨论和支持强奸伤害男童，歧视男性,韩某人在昨天的第二次直播中说不再接受关于TOP的提问，希望她能说到做到"
Others,female,SCB,I,23,Wednesday,2017/9/27,2017/09,0,""" 重操旧业 复吸 ","等着她重操旧业复吸吧,她加入了一个邪教女权组织 一帮仇视男人的"
Shaanxi,female,MA,I,0,Thursday,2017/9/28,2017/09,0,婊子 赶紧 死 ， 没人 能治 ？ ,这个臭婊子怎么还不赶紧去死，就没人能治的了她了吗？
Oversea,female,MA,I,0,Monday,2017/10/2,2017/10,1,我国 女权 这帮 搞臭 ， 说句 难听 点 ， 爸爸 当初 女儿 早死 说不定 当初 ,我国女权就是被这帮人搞臭的，说句难听点的话，她们爸爸要是当初知道自己女儿让自己早死说不定当初就没有她们了
Oversea,female,SCB,I,0,Monday,2017/10/2,2017/10,1,观察 ， 田园 女权 拥护者 家庭 不幸 垃圾 男性 伤害 经历 ， 导致 男性 群体 很大 恶意 。 话 回来 ， 中国 13 多亿 ， sb 你活 天堂 ,一个观察，田园女权的拥护者大都家庭不幸或有过被一些垃圾男性伤害过的经历，导致他们对男性这个群体的很大的恶意。不过话又说回来，中国有13多亿人，不出几个sb你以为你活在天堂
Others,female,MA,I,19,Sunday,2017/10/8,2017/10,0,""" … … 参与 骂战 真 女权 ， 女利 参与 骂战 。 ， 骂 战可 拎不清 ？ ","不是……参与骂战的是真女权，女利不会参与骂战的。所以说，这个骂战可真是拎不清？,那叫女利……"
Oversea,female,SCB,G,21,Sunday,2017/10/8,2017/10,1,公共 平台 讲完 一步 预谋 细节 预谋 错误 ， 一波 节奏 男人 ， 强奸犯 找 理由 女人 洗脑 无所谓 。 ,在公共平台上讲完每一步的预谋细节还认为自己这样预谋毫无错误，带一波节奏男人都这样，为强奸犯找理由给女人洗脑应该就不是无所谓了吧。
Shandong,female,MA,I,21,Wednesday,2017/10/11,2017/10,0,""" ， 一言难尽 ， 特别 黄轩 那次 ， 天 ","她，真的是让人一言难尽，特别是黄轩那次，我的天,嗯，是她"
Tianjin,male,SCB,I,11,Thursday,2017/10/12,2017/10,14,中国 女权 闲着 ， 冠以 夫姓 ， 子女 随母 姓 ,中国的女权也没闲着，她们虽然不必再冠以夫姓，但是她们企图让子女随母姓
Oversea,male,SCB,G,11,Thursday,2017/10/12,2017/10,0,事实上 ， “ 女权 ” 运动 高涨 ， 名字 前冠 夫姓 女人 越来越 。 时髦 。 几年 收到 好些 名片 这类 名字 。 旧 中国 夫姓 本姓 并列 做法 ， 改 夫姓 。 / / ,事实上，在“女权”运动日益高涨的同时，在自己名字前冠夫姓的女人也越来越多。她们似乎认为这比较时髦。这几年收到好些名片都是这类名字。其实旧中国也并没有将夫姓与本姓并列这个做法，而是直接改夫姓。//
Hubei,female,MA,I,11,Thursday,2017/10/12,2017/10,3,你拉鸡 八倒 ， 法律 人人平等       ，   现实     人人平等 ？     搞笑 。     现实 ，   看不到   装作 看不到 ？ ,你拉鸡八倒吧，法律还说人人平等呢   ， 现实 真的 人人平等了吗？ 真是 搞笑的很。  现实什么样， 你看不到 还是你装作看不到？
Shanghai,male,SCB,G,12,Thursday,2017/10/12,2017/10,2,""" 房子 男方 ， 车子 男方 ， 喜宴 男方 ， 婚庆 男方 。 。 小孩 女方 姓 。 中国 入赘 上门 女婿 。 ","房子男方，车子男方，喜宴男方，婚庆男方。呵呵。小孩跟女方姓。中国又不是没入赘上门女婿。,中国冠夫姓 夫妻要坐牢的，譬如说重庆那个，薄谷开来"
Oversea,female,SCB,G,12,Thursday,2017/10/12,2017/10,1,身边 自动 默认 姓 老公 姓 ， 解释 几次 问 单身 母亲 ， 讨厌 。 ,身边的人自动默认我的姓就随我老公姓，我解释后有好几次被问是不是单身母亲，很讨厌。
Zhejiang,female,SCB,G,14,Thursday,2017/10/12,2017/10,0,选 ， 选 传统 。 选 女方 姓 做 上门 女婿 。 ,之间只能选一个，那就选传统吧。如果选女方姓就做上门女婿吧。
Henan,male,SCB,I,15,Thursday,2017/10/12,2017/10,2,历史 ， 女性 婚后 夫姓 传统 来源于 信仰 ， 法律 规范 。 结婚 女性 改随 夫姓 美国 传统 ， 女性 婚后 姓 面临 社会 压力 较大 。 。 。 附属品 附属品 ， 大男子主义 ,从历史上看，女性婚后随夫姓的传统来源于信仰，同时得到法律的规范。结婚后女性改随夫姓是美国人的传统，女性婚后坚持用自己的姓面临的社会压力较大。。。附属品就是附属品，这绝不是大男子主义
Jiangsu,female,MA,I,18,Thursday,2017/10/12,2017/10,0,""" 领导 社会规范 法律 ， 传统 文化 ， 白痴 弱智 ","因为领导社会规范的不仅仅有法律，还有传统文化，你个白痴弱智,什么叫企图。男人才企图让孩子随父姓呢！"
Hubei,female,SCB,G,19,Thursday,2017/10/12,2017/10,0,""" 一点 ，   中国 家庭妇女   承认 生育 贡献 ，     女性 ，   保障   ？     ，   ，   女权 努力 权益 ，   舒心 放心 ，   后悔 退路   ，   社会 脱节 ，   莫不是   ，   爱 干什么 干什么 ，       女权 ？ ","强调一点， 当中国的家庭妇女 是不承认生育贡献的， 这仅仅是 女性才有的问题， 这不是没有保障 是什么？  她们要当， 没问题， 女权努力给她们争取权益， 让她们当得舒心放心， 就算后悔也有退路 ， 而不是跟社会脱节， 你莫不是以为 ， 让她们爱干什么就干什么， 什么都不管  才叫女权？,我难道说的不是这个意思？ 而且 事实就是没有保障 ， 全靠自己判断 还要法律干什么？,个人选择，但现阶段一穷二白风险大 ，不太建议，不过女权努力的 就是 有保障的让她们当家庭主妇。"
Guangdong,male,SCB,I,20,Thursday,2017/10/12,2017/10,0,中国 古代 ， 全世界 小孩 冠上 夫姓 ， 用母 姓 ， 推翻 ？ 做人 社会 ， 一贯 社会 ， 别拉上 歧视 。 ,好像中国古代也是这样的，还有全世界小孩们都要冠上夫姓，很少用母姓，难道你们也要推翻吗？做人就得适应社会，既然这是一贯社会行为，就别拉上歧视了。
Jiangsu,male,MA,G,23,Sunday,2017/10/15,2017/10,0,本质 是因为 观察 视角 导致 。 第一波 女权主义 谋求 女性 平权 发展 特权 ； 波 女权 发展 女性 特长 视角 。 ,本质上是因为观察视角不同而导致的。第一波女权主义的确是谋求女性平权以至于发展到特权；直到第二波女权才逐渐的形成现在发展女性特长的视角。
Jiangsu,female,MA,I,0,Thursday,2017/10/19,2017/10,0,男权 洗脑 ， 反 洗脑 。 。 听不进去 。 ,男权洗脑过的，反洗脑而已。也是不得已的。听不进去就算了。
Jiangsu,female,MA,I,22,Thursday,2017/10/19,2017/10,0,妻权 婊 ， 老婆 收拾 。 别泼 女权 脏水 。 女权 结婚 。 这锅 背 。 ,那是妻权婊，自己老婆自己收拾。别泼女权脏水。女权根本不结婚。这锅不背。
Jiangsu,female,SCB,G,12,Friday,2017/10/20,2017/10,0,女权 ？ 男权 ？ ,为什么女权就是极端？难道男权就是不极端吗？
Beijing,male,MA,I,13,Friday,2017/10/20,2017/10,0,段时间 希望 男生 ， 封建思想 残余 荼毒 ， 独立 理性 思考 。 要强 ， 强势 ， 传统 家庭 模式 慢慢 减少 ， 男主外 女主内 分工 ， 贤妻良母 角色 固定 。 个人爱好 ， 品性 。 ,有段时间也曾希望自己是男生，可见封建思想残余的荼毒，自己没有独立理性思考。只是要强，并非强势，传统的家庭模式也必将慢慢减少，男主外女主内只是分工，贤妻良母等角色也并非固定不变。也看个人爱好，品性。
Oversea,male,MA,I,23,Friday,2017/10/20,2017/10,1,这件 事 游戏 里 男女 好坏 素质 关系 ？ 文字狱 红卫兵 大妈 ？ 有人 “ 妈 ”   字 ， 女 马 ， 女是 人马 畜牲 ， 侮辱 歧视 女性 ， 带女 字 部首 取消 ， 难不成 男女 ， 有字 先后顺序 ， 并列 说出 ,这件事跟游戏里男女好坏素质有啥关系？这是文字狱红卫兵大妈好吗？有人还说“妈” 这个字，是有女和马组成，女是人马是畜牲，这是侮辱歧视女性，还有很多带女字部首的都要求取消，难不成以后说到男女，也不能有字的先后顺序，必须同时并列说出
Beijing,male,MA,G,0,Saturday,2017/10/21,2017/10,2,女权 婊 懒惰 ， 自私 女人 学 做 ， 想 男人 宠 宠 女人 。 男人 找 女权 婊 ， 不想 改变 女人 目的 ! ,女权婊还是因为懒惰，自私所以要让好的女人全部学她们这样做，想男人宠她们和宠好女人一样。正常的男人都不会找女权婊，她们又不想改变自己所以让好女人变成她们自己这样就达到自己的目的!
Others,male,MA,I,2,Saturday,2017/10/21,2017/10,1,回复 ， 弱智 ， 幼儿园 学生 聪明 ， 爸妈 真可怜 ， 生出 低能儿 ， 子 字 幼儿园 ， 低能儿 个坏 胚子 ， 事情 摆 装傻 ， 坏透 ， 不坏 弱智 ， 医院 拯救 ,我替她回复，你就是个弱智，幼儿园的学生都比你聪明，你爸妈真可怜，生出你个低能儿，这么简单的子字幼儿园都认识了，不是低能儿就是个坏胚子，事情摆到面前还装傻，你这种人是坏透了，或者你不坏就是个弱智，医院都拯救不了你
Sichuan,male,MA,G,17,Saturday,2017/10/21,2017/10,5,权利 斗争 懒 找 借口 ， 女权主义 女犬 主义 区别 ,为自己的权利斗争和为自己的懒找借口，就是女权主义和女犬主义的区别
Henan,male,SCB,G,19,Saturday,2017/10/21,2017/10,1,， 明白人 。 女权 婊 心理 男权 中心 ， 摆在 附属品 位置 争夺 物质 ， 越 ， 女权 。 女权 独立 自尊 自爱 ,哇，明白人啊。所谓的女权婊其实心理还是男权为中心，把自己摆在附属品的位置争夺物质，以为要的越多，才是真正的女权。其实真正的女权是独立自尊自爱
Oversea,female,SO,G,18,Sunday,2017/10/22,2017/10,2,想 ， 信 伊斯兰教 男人 石头砸 死 ！ ！ ！ ,我就想说，所有信伊斯兰教的这种男人都应该石头砸死！！！
Others,female,MA,G,20,Sunday,2017/10/22,2017/10,5,""" 反 父权 反 男权 核心 ， 父权 男权 婚姻 交易 达成 。 男性 生育 。 父权 重男轻女 ， 职场 歧视 、 生育 歧视 ， 根源 。 回归 母系 迎刃而解 。 维婚 派 精力 女权 ， 解决 婚育 忙 死 。 ","我觉得反父权是反男权的核心，而父权就是仅通过男权婚姻交易达成的。因为男性无法生育。没父权就没重男轻女了，也就没职场歧视、生育歧视等等了，这是问题的根源。只要回归母系一切迎刃而解。维婚派根本没精力帮助女权，光是解决婚育问题她们就忙死了。,我觉得温和派其实就是维婚派，是觉得只要对方足够好就可以结婚，谨慎婚育，所以其实对男权婚姻有利的观念她们还是会支持，这和女权我觉得是相反的。而极端派就是反男权婚姻制度，甚至回归母系。,我觉得你理解错我的话了，温和 与 极端 并不对立，但男权的挑拨下，部分温和派开始跟风黑极端派了，而我要骂的是这部分随风摆的。而不是所有温和的。,只要骂了一句极端女权的那种“温和女权”我都让她去死的，我不支持。"
