location,gender,category,target,time,day,year_month
Hubei,male,SCB,I,6,Thursday,2020-05
Others,male,SCB,G,8,Thursday,2020-05
Zhejiang,female,SCB,I,10,Thursday,2020-05
Others,female,SCB,I,13,Thursday,2020-05
Liaoning,male,MA,I,13,Thursday,2020-05
Oversea,female,MA,G,13,Thursday,2020-05
Others,female,SCB,I,13,Thursday,2020-05
Zhejiang,female,SCB,I,13,Thursday,2020-05
Zhejiang,female,SCB,I,13,Thursday,2020-05
Others,female,MA,G,13,Thursday,2020-05
Others,male,SCB,G,14,Thursday,2020-05
Others,female,MA,I,14,Thursday,2020-05
Oversea,female,MA,I,14,Thursday,2020-05
Others,female,MA,I,14,Thursday,2020-05
Others,female,MA,I,14,Thursday,2020-05
Yunnan,female,MA,I,14,Thursday,2020-05
Beijing,female,SCB,I,15,Thursday,2020-05
Others,female,MA,G,16,Thursday,2020-05
Guizhou,male,SCB,I,18,Thursday,2020-05
Hubei,female,MA,G,23,Thursday,2020-05
Others,male,MA,I,0,Friday,2020-05
Yunnan,male,SCB,I,3,Friday,2020-05
Hebei,male,SCB,I,6,Friday,2020-05
Others,female,MA,I,7,Friday,2020-05
Shanghai,female,SCB,G,8,Friday,2020-05
Hebei,male,SCB,I,8,Friday,2020-05
Shanghai,female,MA,G,8,Friday,2020-05
Hebei,male,SCB,I,8,Friday,2020-05
Hebei,male,SCB,G,8,Friday,2020-05
Hubei,female,MA,I,8,Friday,2020-05
Beijing,male,MA,G,8,Friday,2020-05
Oversea,male,MA,I,10,Friday,2020-05
Others,female,MA,I,11,Friday,2020-05
Beijing,male,MA,G,12,Friday,2020-05
Hubei,female,MA,G,14,Friday,2020-05
Fujian,female,SCB,I,16,Friday,2020-05
Guizhou,male,SCB,I,17,Friday,2020-05
Guangdong,male,SCB,I,19,Friday,2020-05
Hubei,female,SCB,I,1,Saturday,2020-05
Oversea,female,MA,G,5,Saturday,2020-05
Others,female,MA,G,8,Saturday,2020-05
Shanghai,female,MA,G,11,Saturday,2020-05
Beijing,female,MA,I,12,Saturday,2020-05
Zhejiang,female,MA,I,12,Saturday,2020-05
Shanghai,female,SCB,I,13,Saturday,2020-05
Inner Mongolia,female,MA,I,14,Saturday,2020-05
Guizhou,male,SCB,G,14,Saturday,2020-05
Others,female,SCB,I,14,Saturday,2020-05
Zhejiang,female,SCB,G,14,Saturday,2020-05
Others,male,SCB,G,14,Saturday,2020-05
Anhui,male,MA,I,14,Saturday,2020-05
Tianjin,male,MA,G,14,Saturday,2020-05
Tibet,female,MA,G,15,Saturday,2020-05
Liaoning,male,SCB,I,15,Saturday,2020-05
Shanghai,female,MA,I,16,Saturday,2020-05
Guangdong,female,SCB,G,16,Saturday,2020-05
Zhejiang,female,MA,I,16,Saturday,2020-05
Others,female,MA,G,16,Saturday,2020-05
Others,female,MA,I,16,Saturday,2020-05
Others,male,MA,I,16,Saturday,2020-05
Fujian,female,MA,I,16,Saturday,2020-05
Others,female,MA,G,17,Saturday,2020-05
Shanghai,female,SCB,I,17,Saturday,2020-05
Liaoning,male,SCB,I,17,Saturday,2020-05
Others,female,MA,I,17,Saturday,2020-05
Others,male,SCB,G,17,Saturday,2020-05
Others,female,MA,I,17,Saturday,2020-05
Oversea,female,MA,I,17,Saturday,2020-05
Others,male,SCB,G,17,Saturday,2020-05
Others,male,MA,I,17,Saturday,2020-05
Others,male,SCB,I,18,Saturday,2020-05
Others,male,SCB,G,18,Saturday,2020-05
Others,female,SCB,G,18,Saturday,2020-05
Sichuan,female,MA,G,18,Saturday,2020-05
Others,female,MA,I,18,Saturday,2020-05
Sichuan,female,MA,G,18,Saturday,2020-05
Others,female,SCB,G,18,Saturday,2020-05
Others,male,MA,I,18,Saturday,2020-05
Others,female,MA,I,18,Saturday,2020-05
Others,female,MA,G,18,Saturday,2020-05
Others,female,MA,G,18,Saturday,2020-05
Others,male,MA,G,18,Saturday,2020-05
Others,female,MA,G,18,Saturday,2020-05
Sichuan,female,SCB,G,18,Saturday,2020-05
Others,male,SCB,I,18,Saturday,2020-05
Others,female,MA,G,18,Saturday,2020-05
Others,female,SCB,G,18,Saturday,2020-05
Others,female,MA,I,18,Saturday,2020-05
Others,female,MA,I,18,Saturday,2020-05
Beijing,male,MA,I,19,Saturday,2020-05
Oversea,female,MA,G,19,Saturday,2020-05
Tianjin,male,MA,G,19,Saturday,2020-05
Guangdong,female,SCB,G,19,Saturday,2020-05
Guangdong,female,MA,I,19,Saturday,2020-05
Others,female,MA,G,19,Saturday,2020-05
Hubei,male,SCB,I,20,Saturday,2020-05
Beijing,male,SCB,G,20,Saturday,2020-05
Shandong,female,MA,I,20,Saturday,2020-05
Guangdong,female,MA,G,20,Saturday,2020-05
Others,female,MA,G,20,Saturday,2020-05
Guangdong,female,MA,G,20,Saturday,2020-05
Others,male,SCB,I,21,Saturday,2020-05
Others,female,MA,G,21,Saturday,2020-05
Others,female,MA,G,21,Saturday,2020-05
Guangdong,female,MA,I,21,Saturday,2020-05
Others,female,MA,G,22,Saturday,2020-05
Others,male,MA,I,22,Saturday,2020-05
Oversea,female,MA,G,22,Saturday,2020-05
Shanghai,female,MA,I,22,Saturday,2020-05
Guangdong,female,MA,I,0,Sunday,2020-05
Beijing,female,MA,I,0,Sunday,2020-05
Oversea,male,MA,G,0,Sunday,2020-05
Zhejiang,female,MA,G,0,Sunday,2020-05
Others,female,SCB,I,1,Sunday,2020-05
Others,female,MA,G,1,Sunday,2020-05
Tibet,female,SCB,I,2,Sunday,2020-05
Tibet,female,MA,G,2,Sunday,2020-05
Oversea,female,SCB,G,2,Sunday,2020-05
Others,female,MA,G,2,Sunday,2020-05
Oversea,female,MA,G,2,Sunday,2020-05
Beijing,female,MA,I,3,Sunday,2020-05
Others,female,MA,G,7,Sunday,2020-05
Others,female,SCB,G,7,Sunday,2020-05
Shandong,female,SCB,G,8,Sunday,2020-05
Oversea,female,MA,G,8,Sunday,2020-05
Guangdong,female,MA,I,8,Sunday,2020-05
Others,male,SCB,I,8,Sunday,2020-05
Oversea,female,MA,I,9,Sunday,2020-05
Others,male,MA,I,10,Sunday,2020-05
Fujian,female,MA,I,10,Sunday,2020-05
Beijing,female,MA,I,10,Sunday,2020-05
Shanghai,female,MA,I,10,Sunday,2020-05
Beijing,female,MA,I,10,Sunday,2020-05
Others,female,MA,I,10,Sunday,2020-05
Beijing,male,MA,G,10,Sunday,2020-05
Others,female,SCB,G,10,Sunday,2020-05
Others,female,MA,G,10,Sunday,2020-05
Henan,female,SA,G,11,Sunday,2020-05
Others,female,MA,I,11,Sunday,2020-05
Oversea,female,SCB,G,11,Sunday,2020-05
Inner Mongolia,female,MA,I,11,Sunday,2020-05
Yunnan,female,MA,I,11,Sunday,2020-05
Others,female,MA,G,12,Sunday,2020-05
Shanghai,male,MA,I,12,Sunday,2020-05
Fujian,male,MA,I,12,Sunday,2020-05
Others,male,MA,I,13,Sunday,2020-05
Guangdong,female,SCB,I,13,Sunday,2020-05
Xinjiang,female,MA,I,14,Sunday,2020-05
Beijing,male,MA,I,14,Sunday,2020-05
Beijing,male,MA,I,14,Sunday,2020-05
Beijing,male,MA,I,14,Sunday,2020-05
Beijing,male,MA,I,14,Sunday,2020-05
Zhejiang,female,MA,G,0,Monday,2020-06
Others,male,MA,I,7,Monday,2020-06
Others,female,MA,G,10,Monday,2020-06
Shanghai,female,MA,I,10,Monday,2020-06
Henan,female,MA,I,11,Monday,2020-06
Beijing,male,SCB,G,11,Monday,2020-06
Shandong,male,MA,I,12,Monday,2020-06
Others,female,MA,G,12,Monday,2020-06
Xinjiang,female,SCB,I,13,Monday,2020-06
Beijing,male,SCB,G,13,Monday,2020-06
Guangdong,female,MA,G,13,Monday,2020-06
Beijing,female,MA,I,13,Monday,2020-06
Beijing,female,SCB,I,13,Monday,2020-06
Beijing,female,MA,I,13,Monday,2020-06
Beijing,female,MA,I,14,Monday,2020-06
Shaanxi,female,MA,G,14,Monday,2020-06
Sichuan,female,MA,I,14,Monday,2020-06
Shandong,female,MA,I,14,Monday,2020-06
Jiangxi,female,MA,I,15,Monday,2020-06
Beijing,male,MA,I,15,Monday,2020-06
Oversea,female,MA,I,15,Monday,2020-06
Others,female,MA,G,15,Monday,2020-06
Shanghai,female,MA,G,15,Monday,2020-06
Beijing,male,SCB,G,15,Monday,2020-06
Zhejiang,male,MA,G,16,Monday,2020-06
Oversea,female,MA,G,16,Monday,2020-06
Sichuan,female,SCB,G,16,Monday,2020-06
Shanxi,male,SCB,G,16,Monday,2020-06
Beijing,female,SCB,I,16,Monday,2020-06
Hubei,female,MA,I,16,Monday,2020-06
Hubei,female,SCB,I,17,Monday,2020-06
Oversea,female,MA,I,17,Monday,2020-06
Beijing,female,MA,G,17,Monday,2020-06
Oversea,female,MA,G,17,Monday,2020-06
Shandong,female,MA,G,18,Monday,2020-06
Shanghai,female,SCB,I,18,Monday,2020-06
Others,female,MA,I,18,Monday,2020-06
Chongqing,female,MA,I,18,Monday,2020-06
Inner Mongolia,female,MA,I,18,Monday,2020-06
Others,female,MA,I,18,Monday,2020-06
Zhejiang,female,MA,I,19,Monday,2020-06
Others,male,MA,I,19,Monday,2020-06
Others,female,MA,I,19,Monday,2020-06
Others,female,MA,I,19,Monday,2020-06
Others,female,SCB,I,19,Monday,2020-06
Beijing,female,SCB,G,19,Monday,2020-06
Jiangsu,female,MA,I,20,Monday,2020-06
Others,female,MA,G,20,Monday,2020-06
Hubei,female,SCB,I,21,Monday,2020-06
Sichuan,female,MA,I,21,Monday,2020-06
Beijing,female,SA,I,22,Monday,2020-06
Hubei,female,MA,G,23,Monday,2020-06
Others,female,MA,G,23,Monday,2020-06
Shanghai,female,MA,G,23,Monday,2020-06
Others,female,MA,G,23,Monday,2020-06
Oversea,female,MA,G,0,Tuesday,2020-06
Guangdong,female,SCB,G,3,Tuesday,2020-06
Others,female,MA,G,3,Tuesday,2020-06
Others,female,MA,I,4,Tuesday,2020-06
Others,female,MA,I,7,Tuesday,2020-06
Guangdong,female,SCB,G,9,Tuesday,2020-06
Others,male,MA,G,11,Tuesday,2020-06
Others,male,SCB,G,15,Tuesday,2020-06
Others,male,SCB,I,1,Wednesday,2020-06
Others,female,MA,I,8,Wednesday,2020-06
Hong Kong,male,MA,G,17,Wednesday,2020-06
Shanghai,female,MA,I,18,Wednesday,2020-06
Beijing,female,MA,G,3,Thursday,2020-06
Others,female,MA,I,10,Thursday,2020-06
Gansu,female,MA,I,15,Thursday,2020-06
Hubei,male,MA,I,16,Thursday,2020-06
Hunan,female,MA,G,16,Thursday,2020-06
Hubei,male,MA,I,17,Thursday,2020-06
Oversea,female,MA,I,20,Thursday,2020-06
Fujian,female,SCB,I,22,Thursday,2020-06
Shanghai,female,MA,G,22,Thursday,2020-06
Shanghai,female,MA,I,22,Thursday,2020-06
Fujian,female,MA,I,23,Thursday,2020-06
Shanxi,female,MA,I,0,Friday,2020-06
Others,male,MA,I,8,Friday,2020-06
Jiangsu,female,MA,I,8,Friday,2020-06
Others,female,MA,I,12,Friday,2020-06
Others,female,MA,I,12,Friday,2020-06
Shanghai,male,MA,I,14,Friday,2020-06
Others,female,MA,I,14,Friday,2020-06
Jiangsu,male,MA,I,14,Friday,2020-06
Shanghai,male,MA,G,14,Friday,2020-06
Others,female,MA,G,15,Friday,2020-06
Beijing,male,SCB,G,15,Friday,2020-06
Guangxi,female,SCB,G,16,Friday,2020-06
Jilin,female,SCB,G,18,Friday,2020-06
Guizhou,male,MA,I,18,Friday,2020-06
Others,female,SCB,I,21,Friday,2020-06
Others,female,MA,G,22,Friday,2020-06
Hebei,male,SCB,I,8,Saturday,2020-06
Others,female,SCB,G,8,Saturday,2020-06
Oversea,female,MA,I,17,Saturday,2020-06
Guangdong,female,MA,G,9,Sunday,2020-06
Shandong,female,MA,I,10,Sunday,2020-06
Beijing,female,SCB,G,10,Sunday,2020-06
Shanxi,female,SCB,G,10,Sunday,2020-06
Shaanxi,female,MA,G,10,Sunday,2020-06
Jiangxi,male,MA,I,15,Sunday,2020-06
Jiangxi,male,SCB,I,15,Sunday,2020-06
Jiangxi,male,SCB,I,15,Sunday,2020-06
Jiangxi,male,SCB,I,15,Sunday,2020-06
Others,female,MA,G,15,Sunday,2020-06
Others,male,MA,G,15,Sunday,2020-06
Zhejiang,male,MA,I,15,Sunday,2020-06
Others,female,MA,I,16,Sunday,2020-06
Hubei,male,SCB,G,18,Sunday,2020-06
Others,female,MA,I,19,Sunday,2020-06
Guangdong,female,MA,I,20,Sunday,2020-06
Others,female,MA,G,22,Sunday,2020-06
Others,male,MA,I,22,Sunday,2020-06
Others,male,SCB,G,23,Sunday,2020-06
Sichuan,male,SCB,G,23,Sunday,2020-06
Others,female,MA,I,0,Monday,2020-06
Others,female,MA,I,0,Monday,2020-06
Others,female,MA,I,0,Monday,2020-06
Others,female,MA,I,8,Monday,2020-06
Sichuan,female,MA,I,9,Monday,2020-06
Sichuan,male,SCB,G,9,Monday,2020-06
Beijing,female,MA,G,10,Monday,2020-06
Others,female,SO,I,11,Monday,2020-06
Shaanxi,female,MA,G,13,Monday,2020-06
Shandong,male,MA,I,14,Monday,2020-06
Oversea,female,SCB,I,14,Monday,2020-06
Oversea,female,MA,I,14,Monday,2020-06
Ningxia,female,SCB,G,14,Monday,2020-06
Shaanxi,female,MA,I,14,Monday,2020-06
Jiangsu,female,MA,I,14,Monday,2020-06
Others,female,MA,I,15,Monday,2020-06
Others,female,MA,G,15,Monday,2020-06
Oversea,female,MA,I,15,Monday,2020-06
Jiangsu,female,MA,I,15,Monday,2020-06
Jiangsu,female,SCB,I,16,Monday,2020-06
Beijing,male,SCB,G,16,Monday,2020-06
Others,female,MA,I,16,Monday,2020-06
Sichuan,female,MA,I,16,Monday,2020-06
Shanghai,female,MA,G,17,Monday,2020-06
Guangdong,male,MA,G,18,Monday,2020-06
Shanghai,female,MA,I,18,Monday,2020-06
Chongqing,male,SCB,I,18,Monday,2020-06
Beijing,male,SCB,I,18,Monday,2020-06
Liaoning,female,SCB,I,18,Monday,2020-06
Others,female,MA,I,19,Monday,2020-06
Others,female,MA,I,21,Monday,2020-06
Others,male,MA,I,21,Monday,2020-06
Oversea,male,SCB,G,21,Monday,2020-06
Others,male,MA,G,21,Monday,2020-06
Others,female,SCB,G,21,Monday,2020-06
Shanghai,female,MA,G,21,Monday,2020-06
Jilin,male,SCB,G,21,Monday,2020-06
Liaoning,male,MA,G,21,Monday,2020-06
Others,male,SCB,I,21,Monday,2020-06
Others,female,MA,I,21,Monday,2020-06
Hubei,female,MA,I,21,Monday,2020-06
Jilin,male,SCB,G,22,Monday,2020-06
Jilin,male,MA,G,22,Monday,2020-06
Others,female,MA,I,22,Monday,2020-06
Others,male,SCB,I,22,Monday,2020-06
Tianjin,female,SO,I,22,Monday,2020-06
Hong Kong,male,SCB,I,22,Monday,2020-06
Others,male,SCB,G,22,Monday,2020-06
Others,male,MA,I,22,Monday,2020-06
Henan,female,MA,G,22,Monday,2020-06
Sichuan,male,MA,I,23,Monday,2020-06
Beijing,female,MA,I,23,Monday,2020-06
Beijing,female,MA,I,23,Monday,2020-06
Fujian,female,MA,I,23,Monday,2020-06
Shaanxi,male,MA,G,0,Tuesday,2020-06
Guangdong,female,SCB,I,0,Tuesday,2020-06
Shandong,male,SCB,G,1,Tuesday,2020-06
Others,female,MA,I,1,Tuesday,2020-06
Guangdong,male,MA,I,1,Tuesday,2020-06
Others,female,MA,I,2,Tuesday,2020-06
Others,female,MA,I,4,Tuesday,2020-06
Others,female,MA,G,5,Tuesday,2020-06
Heilongjiang,male,SCB,G,6,Tuesday,2020-06
Others,male,MA,I,6,Tuesday,2020-06
Shandong,male,MA,G,7,Tuesday,2020-06
Hunan,female,MA,G,9,Tuesday,2020-06
Shandong,male,MA,I,9,Tuesday,2020-06
Others,female,SCB,I,9,Tuesday,2020-06
Others,female,MA,I,10,Tuesday,2020-06
Jiangsu,male,MA,I,11,Tuesday,2020-06
Others,female,SCB,I,12,Tuesday,2020-06
Jilin,female,MA,I,13,Tuesday,2020-06
Henan,female,MA,G,13,Tuesday,2020-06
Shandong,male,MA,G,13,Tuesday,2020-06
Taiwan,female,SCB,I,13,Tuesday,2020-06
Sichuan,male,MA,I,13,Tuesday,2020-06
Others,female,MA,G,13,Tuesday,2020-06
Beijing,female,MA,I,13,Tuesday,2020-06
Shanghai,female,MA,G,13,Tuesday,2020-06
Beijing,female,SCB,I,14,Tuesday,2020-06
Oversea,female,MA,G,14,Tuesday,2020-06
Oversea,female,SCB,I,14,Tuesday,2020-06
Others,female,MA,G,14,Tuesday,2020-06
Guangdong,female,MA,I,14,Tuesday,2020-06
Guangdong,male,SCB,G,15,Tuesday,2020-06
Others,female,MA,I,15,Tuesday,2020-06
Oversea,female,SCB,G,15,Tuesday,2020-06
Others,female,MA,I,15,Tuesday,2020-06
Others,male,SCB,I,15,Tuesday,2020-06
Others,male,MA,G,15,Tuesday,2020-06
Oversea,female,SCB,G,16,Tuesday,2020-06
Beijing,female,MA,I,16,Tuesday,2020-06
Others,female,MA,G,16,Tuesday,2020-06
Hunan,female,MA,G,16,Tuesday,2020-06
Oversea,female,MA,I,16,Tuesday,2020-06
Oversea,female,MA,I,16,Tuesday,2020-06
Sichuan,female,SCB,G,16,Tuesday,2020-06
Others,male,MA,I,16,Tuesday,2020-06
Others,female,MA,I,16,Tuesday,2020-06
Others,male,MA,I,17,Tuesday,2020-06
Shanghai,female,SO,I,17,Tuesday,2020-06
Jiangsu,female,MA,I,17,Tuesday,2020-06
Henan,female,SCB,I,18,Tuesday,2020-06
Oversea,female,MA,I,18,Tuesday,2020-06
Chongqing,female,SA,I,19,Tuesday,2020-06
Others,female,MA,G,19,Tuesday,2020-06
Oversea,female,SCB,I,19,Tuesday,2020-06
Shanghai,female,MA,G,19,Tuesday,2020-06
Hubei,female,MA,I,19,Tuesday,2020-06
Others,male,MA,G,20,Tuesday,2020-06
Beijing,male,MA,G,20,Tuesday,2020-06
Oversea,female,MA,I,20,Tuesday,2020-06
Oversea,male,MA,G,21,Tuesday,2020-06
Others,female,MA,I,21,Tuesday,2020-06
Others,male,MA,G,22,Tuesday,2020-06
Others,female,MA,I,22,Tuesday,2020-06
Oversea,female,MA,G,22,Tuesday,2020-06
Shanghai,female,MA,I,23,Tuesday,2020-06
Others,female,SCB,G,23,Tuesday,2020-06
Guangdong,female,MA,G,23,Tuesday,2020-06
Others,female,MA,G,23,Tuesday,2020-06
Others,female,MA,I,23,Tuesday,2020-06
Others,female,SCB,G,23,Tuesday,2020-06
Others,female,MA,I,23,Tuesday,2020-06
Guangdong,female,MA,I,23,Tuesday,2020-06
Guangdong,female,MA,I,23,Tuesday,2020-06
Hunan,female,MA,G,0,Wednesday,2020-06
Oversea,female,SCB,G,0,Wednesday,2020-06
Oversea,female,MA,G,4,Wednesday,2020-06
Sichuan,female,MA,I,6,Wednesday,2020-06
Sichuan,female,SCB,G,7,Wednesday,2020-06
Sichuan,female,MA,I,7,Wednesday,2020-06
Others,female,SCB,I,7,Wednesday,2020-06
Others,male,MA,G,8,Wednesday,2020-06
Sichuan,female,MA,G,9,Wednesday,2020-06
Guangdong,female,MA,I,9,Wednesday,2020-06
Xinjiang,male,MA,G,9,Wednesday,2020-06
Others,male,MA,I,9,Wednesday,2020-06
Others,female,MA,G,10,Wednesday,2020-06
Others,female,MA,G,10,Wednesday,2020-06
Guangdong,female,MA,I,11,Wednesday,2020-06
Hunan,female,SCB,I,12,Wednesday,2020-06
Zhejiang,female,MA,I,13,Wednesday,2020-06
Shanghai,female,SCB,I,13,Wednesday,2020-06
Others,female,MA,I,15,Wednesday,2020-06
Guangdong,female,SCB,I,15,Wednesday,2020-06
Jiangsu,female,MA,I,8,Thursday,2020-06
Shaanxi,male,MA,G,9,Thursday,2020-06
Fujian,female,SCB,I,9,Thursday,2020-06
Jiangsu,female,SCB,G,9,Thursday,2020-06
Others,male,MA,G,9,Thursday,2020-06
Zhejiang,male,MA,G,9,Thursday,2020-06
Others,male,MA,I,10,Thursday,2020-06
Shaanxi,female,SCB,G,11,Thursday,2020-06
Others,male,MA,G,11,Thursday,2020-06
Beijing,female,MA,I,12,Thursday,2020-06
Chongqing,female,MA,I,13,Thursday,2020-06
Others,female,SCB,I,13,Thursday,2020-06
Guangdong,female,MA,G,13,Thursday,2020-06
Hubei,female,MA,I,13,Thursday,2020-06
Shanghai,female,SCB,G,14,Thursday,2020-06
Others,female,SCB,G,15,Thursday,2020-06
Others,female,SCB,G,15,Thursday,2020-06
Fujian,male,MA,I,15,Thursday,2020-06
Shanghai,female,MA,I,15,Thursday,2020-06
Beijing,female,MA,G,16,Thursday,2020-06
Beijing,female,MA,I,16,Thursday,2020-06
Others,female,MA,G,16,Thursday,2020-06
Others,female,MA,G,16,Thursday,2020-06
Oversea,female,MA,I,16,Thursday,2020-06
Shanghai,female,MA,I,17,Thursday,2020-06
Jiangsu,female,MA,I,19,Thursday,2020-06
Others,female,MA,I,21,Thursday,2020-06
Beijing,female,SCB,I,21,Thursday,2020-06
Jiangsu,female,MA,I,22,Thursday,2020-06
Jiangsu,female,MA,I,22,Thursday,2020-06
Oversea,female,MA,G,22,Thursday,2020-06
Zhejiang,female,MA,G,22,Thursday,2020-06
Others,female,MA,G,23,Thursday,2020-06
Others,male,SCB,G,23,Thursday,2020-06
Heilongjiang,male,MA,I,23,Thursday,2020-06
Hong Kong,female,MA,I,23,Thursday,2020-06
Heilongjiang,male,MA,I,23,Thursday,2020-06
Heilongjiang,male,MA,I,23,Thursday,2020-06
Heilongjiang,male,MA,I,23,Thursday,2020-06
Oversea,female,SCB,G,23,Thursday,2020-06
Heilongjiang,male,SCB,I,23,Thursday,2020-06
Heilongjiang,male,MA,I,0,Friday,2020-06
Oversea,female,MA,I,0,Friday,2020-06
Others,female,MA,I,1,Friday,2020-06
Others,male,MA,I,1,Friday,2020-06
Hebei,male,MA,G,1,Friday,2020-06
Chongqing,female,MA,I,1,Friday,2020-06
Oversea,male,SCB,G,2,Friday,2020-06
Beijing,male,MA,G,2,Friday,2020-06
Hubei,female,MA,I,2,Friday,2020-06
Henan,female,SCB,I,3,Friday,2020-06
Jiangsu,female,MA,I,7,Friday,2020-06
Others,female,MA,G,8,Friday,2020-06
Henan,female,SCB,I,9,Friday,2020-06
Others,male,SCB,G,9,Friday,2020-06
Jiangsu,male,MA,G,10,Friday,2020-06
Oversea,female,SCB,G,10,Friday,2020-06
Guangdong,male,MA,I,10,Friday,2020-06
Oversea,male,MA,I,10,Friday,2020-06
Guangdong,male,SCB,I,10,Friday,2020-06
Heilongjiang,male,SCB,I,10,Friday,2020-06
Oversea,female,SCB,G,10,Friday,2020-06
Hainan,male,SCB,I,10,Friday,2020-06
Jilin,female,SCB,G,10,Friday,2020-06
Shanghai,female,MA,G,10,Friday,2020-06
Hubei,female,MA,I,11,Friday,2020-06
Others,female,MA,I,11,Friday,2020-06
Beijing,female,MA,I,11,Friday,2020-06
Taiwan,female,MA,G,11,Friday,2020-06
Others,female,MA,I,12,Friday,2020-06
Sichuan,male,MA,I,12,Friday,2020-06
Oversea,male,MA,I,12,Friday,2020-06
Others,female,MA,I,12,Friday,2020-06
Others,female,SO,I,12,Friday,2020-06
Jiangxi,male,SCB,I,12,Friday,2020-06
Zhejiang,male,SCB,I,13,Friday,2020-06
Oversea,female,MA,I,13,Friday,2020-06
Others,female,SCB,G,13,Friday,2020-06
Beijing,female,SCB,I,13,Friday,2020-06
Oversea,male,MA,G,13,Friday,2020-06
Others,male,MA,G,13,Friday,2020-06
Shanghai,female,MA,I,13,Friday,2020-06
Others,female,MA,G,14,Friday,2020-06
Shanghai,male,MA,I,14,Friday,2020-06
Beijing,female,SCB,I,14,Friday,2020-06
Others,female,MA,I,15,Friday,2020-06
Hebei,male,MA,G,15,Friday,2020-06
Oversea,female,SCB,G,15,Friday,2020-06
Oversea,female,SCB,I,15,Friday,2020-06
Beijing,female,MA,I,15,Friday,2020-06
Tianjin,female,MA,I,16,Friday,2020-06
Others,female,SCB,G,17,Friday,2020-06
Others,female,MA,G,17,Friday,2020-06
Others,female,MA,G,17,Friday,2020-06
Others,female,SCB,G,17,Friday,2020-06
Anhui,male,SCB,I,17,Friday,2020-06
Chongqing,male,MA,I,18,Friday,2020-06
Others,female,MA,I,18,Friday,2020-06
Others,male,MA,G,20,Friday,2020-06
Others,male,SCB,I,20,Friday,2020-06
Beijing,female,MA,I,20,Friday,2020-06
Oversea,female,MA,I,20,Friday,2020-06
Others,male,MA,G,20,Friday,2020-06
Oversea,female,MA,G,21,Friday,2020-06
Others,female,MA,I,21,Friday,2020-06
Others,female,SCB,G,21,Friday,2020-06
Beijing,female,MA,I,22,Friday,2020-06
Others,female,MA,I,23,Friday,2020-06
Others,male,MA,G,23,Friday,2020-06
Others,male,SO,G,23,Friday,2020-06
Beijing,female,MA,G,23,Friday,2020-06
Others,female,SCB,G,0,Saturday,2020-06
Others,female,MA,G,1,Saturday,2020-06
Others,female,MA,G,6,Saturday,2020-06
Zhejiang,female,MA,G,8,Saturday,2020-06
Shanghai,male,SCB,I,11,Saturday,2020-06
Beijing,female,SCB,G,15,Saturday,2020-06
Shanghai,female,SCB,I,15,Saturday,2020-06
Others,male,MA,G,16,Saturday,2020-06
Others,female,SCB,G,19,Saturday,2020-06
Beijing,female,MA,I,19,Saturday,2020-06
Oversea,female,MA,G,19,Saturday,2020-06
Others,male,MA,I,19,Saturday,2020-06
Henan,female,MA,G,19,Saturday,2020-06
Beijing,male,MA,G,19,Saturday,2020-06
Others,male,MA,I,19,Saturday,2020-06
Sichuan,male,MA,I,20,Saturday,2020-06
Others,female,MA,I,20,Saturday,2020-06
Others,female,MA,I,20,Saturday,2020-06
Others,male,MA,G,21,Saturday,2020-06
Zhejiang,female,MA,I,21,Saturday,2020-06
Heilongjiang,male,MA,I,22,Saturday,2020-06
Others,female,MA,G,22,Saturday,2020-06
Others,male,MA,I,23,Saturday,2020-06
Sichuan,male,SCB,I,0,Sunday,2020-06
Guangdong,male,MA,I,1,Sunday,2020-06
Others,female,SCB,G,7,Sunday,2020-06
Shanghai,male,SCB,I,8,Sunday,2020-06
Oversea,male,MA,I,8,Sunday,2020-06
Hubei,female,MA,I,8,Sunday,2020-06
Others,female,MA,I,9,Sunday,2020-06
Jiangsu,female,SCB,I,13,Sunday,2020-06
Oversea,male,MA,I,14,Sunday,2020-06
Guangdong,female,SCB,G,15,Sunday,2020-06
Others,female,SCB,I,15,Sunday,2020-06
Others,male,SO,I,15,Sunday,2020-06
Guangdong,male,SCB,G,16,Sunday,2020-06
Others,male,SCB,I,16,Sunday,2020-06
Zhejiang,female,SCB,G,16,Sunday,2020-06
Others,female,MA,I,16,Sunday,2020-06
Oversea,female,MA,G,16,Sunday,2020-06
Heilongjiang,male,MA,I,16,Sunday,2020-06
Liaoning,female,SCB,I,16,Sunday,2020-06
Chongqing,female,SCB,G,16,Sunday,2020-06
Others,male,MA,I,16,Sunday,2020-06
Chongqing,female,SCB,G,16,Sunday,2020-06
Hunan,female,SCB,G,18,Sunday,2020-06
Zhejiang,male,MA,I,20,Sunday,2020-06
Sichuan,female,MA,G,0,Monday,2020-06
Others,female,MA,I,0,Monday,2020-06
Others,female,MA,I,1,Monday,2020-06
Beijing,female,MA,I,1,Monday,2020-06
Guangdong,female,MA,I,2,Monday,2020-06
Others,female,SCB,G,2,Monday,2020-06
Oversea,female,MA,G,4,Monday,2020-06
Beijing,female,MA,I,5,Monday,2020-06
Guangdong,female,MA,I,7,Monday,2020-06
Others,female,MA,G,8,Monday,2020-06
Beijing,male,SCB,G,9,Monday,2020-06
Others,female,MA,I,11,Monday,2020-06
Others,female,SCB,I,12,Monday,2020-06
